REGION_CLASS	REGION_MEMBER	USED_MEMBER	USED_CLASS	SOURCE_TYPE
io.micronaut.core.async.publisher.SingleSubscriberPublisher	subscriber	AtomicReference()	java.util.concurrent.atomic.AtomicReference	SOURCE
io.micronaut.core.async.publisher.SingleSubscriberPublisher	subscribe(org.reactivestreams.Subscriber)	requireNonNull(T,java.lang.String)	java.util.Objects	SOURCE
io.micronaut.core.async.publisher.SingleSubscriberPublisher	subscribe(org.reactivestreams.Subscriber)	compareAndSet(V,V)	java.util.concurrent.atomic.AtomicReference	SOURCE
io.micronaut.core.async.publisher.SingleSubscriberPublisher	subscribe(org.reactivestreams.Subscriber)	onSubscribe(org.reactivestreams.Subscription)	org.reactivestreams.Subscriber	SOURCE
io.micronaut.core.async.publisher.SingleSubscriberPublisher	subscribe(org.reactivestreams.Subscriber)	onError(java.lang.Throwable)	org.reactivestreams.Subscriber	SOURCE
io.micronaut.core.async.publisher.SingleSubscriberPublisher	subscribe(org.reactivestreams.Subscriber)	IllegalStateException(java.lang.String)	java.lang.IllegalStateException	SOURCE
io.micronaut.core.async.publisher.SingleSubscriberPublisher	subscribe(org.reactivestreams.Subscriber)	doSubscribe(org.reactivestreams.Subscriber)	io.micronaut.core.async.publisher.SingleSubscriberPublisher	SOURCE
io.micronaut.core.async.publisher.SingleSubscriberPublisher	currentSubscriber()	ofNullable(T)	java.util.Optional	SOURCE
io.micronaut.core.async.publisher.SingleSubscriberPublisher	currentSubscriber()	get()	java.util.concurrent.atomic.AtomicReference	SOURCE
io.micronaut.core.async.publisher.CompletableFuturePublisher	CompletableFuturePublisher(java.util.function.Supplier)	Object()	java.lang.Object	SOURCE
io.micronaut.core.async.publisher.CompletableFuturePublisher	subscribe(org.reactivestreams.Subscriber)	requireNonNull(T,java.lang.String)	java.util.Objects	SOURCE
io.micronaut.core.async.publisher.CompletableFuturePublisher	subscribe(org.reactivestreams.Subscriber)	onSubscribe(org.reactivestreams.Subscription)	org.reactivestreams.Subscriber	SOURCE
io.micronaut.core.async.publisher.CompletableFuturePublisher	subscribe(org.reactivestreams.Subscriber)	CompletableFutureSubscription(org.reactivestreams.Subscriber)	io.micronaut.core.async.publisher.CompletableFuturePublisher$CompletableFutureSubscription	SOURCE
io.micronaut.core.async.publisher.CompletableFuturePublisher$CompletableFutureSubscription	completed	AtomicBoolean(boolean)	java.util.concurrent.atomic.AtomicBoolean	SOURCE
io.micronaut.core.async.publisher.CompletableFuturePublisher$CompletableFutureSubscription	CompletableFutureSubscription(org.reactivestreams.Subscriber)	Object()	java.lang.Object	SOURCE
io.micronaut.core.async.publisher.CompletableFuturePublisher$CompletableFutureSubscription	request(long)	get()	java.util.concurrent.atomic.AtomicBoolean	SOURCE
io.micronaut.core.async.publisher.CompletableFuturePublisher$CompletableFutureSubscription	request(long)	IllegalArgumentException(java.lang.String)	java.lang.IllegalArgumentException	SOURCE
io.micronaut.core.async.publisher.CompletableFuturePublisher$CompletableFutureSubscription	request(long)	onError(java.lang.Throwable)	org.reactivestreams.Subscriber	SOURCE
io.micronaut.core.async.publisher.CompletableFuturePublisher$CompletableFutureSubscription	request(long)	get()	java.util.function.Supplier	SOURCE
io.micronaut.core.async.publisher.CompletableFuturePublisher$CompletableFutureSubscription	request(long)	onComplete()	org.reactivestreams.Subscriber	SOURCE
io.micronaut.core.async.publisher.CompletableFuturePublisher$CompletableFutureSubscription	request(long)	whenComplete(java.util.function.BiConsumer)	java.util.concurrent.CompletableFuture	SOURCE
io.micronaut.core.async.publisher.CompletableFuturePublisher$CompletableFutureSubscription	request(long)	accept(T,U)	java.util.function.BiConsumer	SOURCE
io.micronaut.core.async.publisher.CompletableFuturePublisher$CompletableFutureSubscription	request(long)	compareAndSet(boolean,boolean)	java.util.concurrent.atomic.AtomicBoolean	SOURCE
io.micronaut.core.async.publisher.CompletableFuturePublisher$CompletableFutureSubscription	request(long)	onError(java.lang.Throwable)	org.reactivestreams.Subscriber	SOURCE
